GeneId	SRR4423201_rep1	SRR4423202_rep2	SRR4423203_rep3	SRR4423204_rep4
Scamp4	316	638	172	380
Adat3	0	0	0	0
Gm49322	24	14	0	30
Mir6912	0	0	0	0
Csnk1g2	32472	54176	23738	40195
Btbd2	1339	1833	1201	1027
Mknk2	2143	3988	1961	2076
Mob3a	66	335	172	134
Izumo4	239	391	69	203
Ap3d1	3337	7595	2696	3758
Dot1l	4625	11076	4200	5868
Gm17151	0	5	0	2
Plekhj1	111	206	63	70
Sf3a2	471	1987	486	692
Amh	0	0	0	0
Jsrp1	0	52	20	19
Oaz1	2642	6159	2384	3198
Mir1982	0	0	0	0
Lingo3	0	7	0	14
Lsm7	7	47	12	59
Sppl2b	818	1026	423	642
Tmprss9	91	118	24	67
Timm13	225	538	110	303
Lmnb2	809	2002	850	960
Gadd45b	694	1582	930	623
Gng7	223	480	297	281
Gm3828	0	0	0	0
Diras1	124	111	0	50
Gm16099	0	3	20	15
Slc39a3	627	1043	599	603
Sgta	1003	2060	759	1176
Thop1	1373	2243	921	1724
Creb3l3	0	5	0	0
Mir5615-1	0	0	0	0
Mir5615-2	0	0	0	0
Map2k2	4341	7422	2886	3995
Zbtb7a	1623	4152	1765	2049
Pias4	624	1739	906	952
Eef2	32736	60809	34860	29422
Snord37	0	36	19	17
4930442H23Rik	0	12	0	0
Dapk3	1086	1574	802	964
Atcayos	45	56	40	24
Nmrk2	0	14	0	24
Atcay	22	18	40	19
Zfr2	230	476	111	276
Matk	0	59	30	46
Mrpl54	393	611	382	361
Apba3	793	1388	545	784
Mir3057	0	0	0	0
Tjp3	2221	3924	2039	1659
Pip5k1c	591	1684	641	623
Gm16315	0	14	0	0
Cactin	776	1572	490	603
Tbxa2r	0	8	0	6
Gipc3	48	163	145	50
Hmg20b	785	1384	543	898
Mfsd12	568	1091	626	608
4930404N11Rik	3	32	0	18
Fzr1	1167	2032	936	1133
Dohh	445	803	305	314
Gm48551	0	19	20	8
Mir6913	0	1	1	0
Gm48552	0	10	0	0
Smim24	2157	5159	1857	3285
Nfic	3495	8640	3293	4200
Gm16104	0	24	0	11
Mir1191b	0	0	0	0
Celf5	4394	14094	4894	6769
Gm16105	33	25	42	4
Ncln	912	2062	1223	1055
S1pr4	0	6	0	0
Gna15	37	46	0	16
Gm16106	0	0	0	0
ENSMUSG00002074981	0	0	0	0
Gm47697	0	2	0	0
Gna11	1407	2285	1081	1514
Tle5	2253	4690	2386	3384
Gm15917	32	38	33	12
Tle2	1471	2464	674	1051
Tle6	143	208	38	196
BC025920	0	5	0	22
Sirt6	196	392	295	231
Ankrd24	174	505	116	229
Gm10778	0	1	0	9
Gm47527	0	0	0	0
Gm8112	0	0	0	0
Zfp433	0	2	0	0
Gm8249	0	0	0	0
Gm47529	0	0	0	0
Gm5173	0	0	10	0
Gm3055	0	11	0	7
Gm47537	0	0	0	0
Gm4767	0	0	0	0
Gm8264	0	0	0	0
Gm8137	0	0	0	0
Gm32687	0	5	0	0
Gm8274	0	0	0	0
Gm47539	0	0	0	0
Gm8153	0	0	0	0
Zfp781	0	0	0	0
Gm47546	0	0	0	0
Gm8158	0	0	0	0
Gm8290	0	0	0	2
Gm46194	0	0	0	0
Gm33378	0	2	0	0
Gm8170	0	0	0	0
Zfp873	6	4	0	17
Gm18556	0	0	0	0
BC024063	0	4	0	3
AU041133	0	34	0	6
Gm47572	0	24	0	4
Gm47573	0	4	0	0
Gm15608	0	24	0	9
Zfp938	7	16	33	12
Gm47382	0	0	0	0
4932415D10Rik	7872	15494	5180	7348
Gm4924	46	51	18	13
Gm8188	3	2	1	1
Gm47809	0	0	0	0
Gm1553	0	0	0	0
Gm19186	0	0	0	0
Ap3m1-ps	1	0	1	3
1190007I07Rik	8	86	49	20
Tdg	84	250	62	94
Glt8d2	78	116	0	108
Hcfc2	248	581	167	464
Nfyb	128	224	29	83
Gm47560	0	0	0	0
Gm47561	0	1	0	0
1700028I16Rik	56	72	0	30
Txnrd1	1101	2666	1510	1058
Gm38560	26	4	26	39
Gm47073	0	6	0	0
Eid3	361	510	234	424
Gm4799	6	6	10	13
Chst11	0	10	41	10
Gm10773	0	4	0	0
1700025N21Rik	0	18	0	16
U6	0	0	0	0
Slc41a2	1436	3223	1677	1800
Gm47170	0	11	2	8
Gm40723	0	0	0	0
Nopchap1	267	522	203	215
Aldh1l2	100	188	55	83
Washc4	233	389	214	151
Appl2	128	286	105	109
Gm47244	0	0	0	0
1500009L16Rik	0	6	0	0
Gm47245	0	0	0	11
Gm47247	0	0	0	0
C230099D08Rik	0	6	0	0
Gm34184	0	0	0	0
Gm37908	0	0	0	0
Gm34113	0	0	0	0
Gm47253	0	2	0	0
Gm5425	6	30	1	2
Nuak1	150	1637	699	213
Gm47962	0	43	20	10
4930463O16Rik	15	31	0	10
1700092E16Rik	0	4	0	4
Gm18251	0	7	0	0
E230014E18Rik	0	23	0	37
Ckap4	2253	4374	1857	2122
Platr7	0	0	0	0
Tcp11l2	352	698	334	344
Gm25657	0	0	0	0
Gm17249	0	10	0	0
Polr3b	314	818	316	313
Rfx4	300	620	250	433
U6	0	0	0	0
Ric8b	79	84	120	89
Fhl4	6632	7984	4524	6276
Tmem263	121	229	38	147
Mterf2	0	25	0	9
Cry1	111	223	73	107
Gm38575	0	0	0	0
ENSMUSG00002075790	0	0	0	0
Psma5-ps	1	5	2	2
ENSMUSG00002075019	0	6	0	0
Btbd11	0	43	23	37
Gm47358	104	309	59	127
Gm6713	0	0	1	0
Gm6714	0	0	0	0
Gm21026	0	0	0	0
Gm47362	16	2	2	0
Gm47363	0	2	0	0
Gm47366	0	5	0	10
Gm47365	0	0	0	0
Gm47367	0	9	0	0
Gm9466	0	5	0	4
Gm19612	0	0	0	0
Gm1559	201	577	157	247
Gm6721	0	0	0	0
Pwp1	127	345	255	165
Gm19624	0	0	0	0
Gm47006	0	9	0	0
Prdm4	330	675	290	335
Ascl4	6	6	0	5
Rtcb	1057	1656	621	842
Gm48175	0	0	0	0
Bpifc	20	20	0	36
A230060F14Rik	0	19	0	0
Fbxo7	185	448	249	179
Gm24430	0	0	0	0
Syn3	30	114	43	52
4930486F22Rik	0	0	0	0
Gm15990	0	10	0	0
Timp3	0	43	0	28
Gm6729	508	1107	222	558
Gm6729	2663	6360	1976	3237
Gm9583	0	4	0	9
Gm21027	0	10	0	0
Gm48448	0	1	0	0
Gm48450	4	0	22	0
Gm48451	0	11	0	0
Gm48454	0	4	0	0
Gm48460	0	4	0	0
Gm46191	19	0	0	0
Gm48461	0	0	0	0
Gm48463	0	0	0	0
Gm48464	0	6	0	0
Gm48465	0	4	10	0
Gm48466	0	0	0	0
Gm48473	0	0	0	0
Gm48474	0	0	0	0
Gm48475	12	2	0	0
Gm19989	0	4	0	0
Gm18876	0	10	58	10
Gm5174	1407	3224	874	1548
Gm48485	729	2024	853	1001
1810014B01Rik	12	23	16	3
Hsp90b1	1243	2160	887	1080
Gm15344	0	4	0	12
ENSMUSG00002076916	0	0	0	0
Ttc41	475	921	320	573
Fabp3-ps1	0	2	18	5
Gm49358	0	0	0	0
Nt5dc3	144	445	216	164
Gm16268	0	0	0	0
Stab2	250	261	114	185
Gm16280	0	0	0	0
Gm16270	0	6	26	8
Gm16271	35	60	18	74
Gm16269	0	0	0	0
1700113H08Rik	141	282	120	195
4930555G07Rik	0	4	0	0
Gm10764	0	0	0	0
Gm23191	0	0	0	0
Ascl1	0	0	0	0
Gm48120	0	0	0	0
Pah	0	0	0	0
Gm48195	0	0	0	0
Igf1os	0	0	0	12
Igf1	0	26	0	4
Tyms-ps	2	2	0	4
Gm48306	0	0	0	0
Gm48307	0	0	0	0
Gm48308	12	9	0	0
Pmch	0	0	0	0
Parpbp	84	143	38	92
Gm6653	12	52	30	52
4921515L22Rik	20	8	14	0
Nup37	49	47	35	65
Gm26357	0	0	0	0
Washc3	321	880	292	399
Gm17980	0	0	0	0
Gm48476	0	0	0	0
Dram1	401	1248	204	514
Gnptab	675	1270	539	517
Gm16235	0	2	0	1
Chpt1	682	1225	378	716
Sycp3	0	41	6	12
Mybpc1	0	12	0	13
Gm48752	0	0	0	0
Gm8435	0	0	0	0
Gm48106	0	0	0	0
Gm48108	0	0	0	0
Gm29807	0	0	0	0
Spic	0	0	0	0
Gm46192	0	0	0	0
5S_rRNA	0	0	0	0
Gm48144	0	0	0	0
Gm4925	29	135	60	33
Arl1	405	860	266	430
Utp20	646	1454	534	690
Slc5a8	203	232	39	54
Ano4	22	123	14	20
Gas2l3	8	29	0	9
Nr1h4	0	0	0	0
Gm48087	0	0	0	0
Slc17a8	0	0	0	0
Scyl2	382	712	407	356
1500026H17Rik	0	14	0	4
Actr6	16	74	30	20
Uhrf1bp1l	1446	2694	1343	1153
Gm26180	0	8	0	0
Anks1b	392	854	424	517
Gm5780	2	0	4	4
U6	0	0	0	0
Gm47591	0	0	0	0
Gm18670	0	0	0	0
Gm47589	0	0	0	0
Gm47592	0	0	0	0
Gm47590	0	0	0	0
Apaf1	22	78	30	69
Gm25390	0	0	0	0
Ikbip	12	42	24	4
Slc25a3	2124	4732	1552	2461
Gm24119	0	0	0	4
Tmpo	489	841	442	334
4930534H03Rik	0	5	0	0
Gm47081	0	0	0	0
Gm18705	1	0	0	0
Gm47082	0	0	0	0
Gm47083	0	0	0	0
Gm47084	0	0	0	0
Gm47091	0	0	0	0
Gm31592	0	0	0	0
Rmst	1	43	0	17
ENSMUSG00002075017	0	0	0	0
Mir135a-2	0	0	0	0
ENSMUSG00002076545	0	0	0	0
ENSMUSG00002075375	0	0	0	0
ENSMUSG00002075948	0	0	0	0
ENSMUSG00002075598	0	0	0	0
ENSMUSG00002076875	0	0	0	0
ENSMUSG00002076982	0	0	0	0
ENSMUSG00002075145	0	0	0	0
Mir1251	0	0	0	0
Gm20757	213	259	135	119
Gm8512	0	6	0	7
Gm47124	0	0	0	0
4930401A07Rik	0	6	0	0
Gm18043	0	0	0	0
Gm25884	0	0	0	0
Gm4800	3	0	0	0
Gm3523	0	0	0	0
ENSMUSG00002076919	0	0	0	0
Gm31822	0	0	0	0
Nedd1	96	128	101	54
Gm24241	0	0	0	0
Gm47993	0	0	0	0
Gm49783	0	16	16	0
Cfap54	908	1972	580	1253
Gm32468	0	0	0	0
Cdk17	269	586	260	390
Mir1931	0	0	0	0
Elk3	40	119	47	133
Gm32688	0	0	0	0
Gm17745	0	12	0	0
Gm47344	0	0	0	0
Mir7688	0	0	0	0
Lta4h	676	1135	758	522
Hal	0	20	0	17
Amdhd1	0	2	26	0
Ccdc38	389	847	217	479
Snrpf	9	12	0	4
4933408J17Rik	0	26	0	26
Gm47156	0	4	0	0
Ntn4	25	14	0	35
Gm8580	0	1	1	0
Gm15915	0	0	0	0
Gm15963	0	0	0	0
Gm3571	32	22	46	36
Gm26239	0	0	0	0
Usp44	910	1669	654	1030
Metap2	712	1161	450	692
4930471D02Rik	0	2	0	8
SNORA73	0	0	0	0
Gm48126	0	0	0	0
Vezt	318	646	395	323
Mir331	0	0	0	0
Gm48191	0	4	0	0
Gm49628	0	10	0	0
Fgd6	413	793	259	384
Gm18391	0	10	0	0
Gm48372	0	2	0	10
Nr2c1	86	367	242	135
Gm26122	0	0	0	0
Ndufa12	110	169	4	140
Gm4792	0	0	0	0
Tmcc3	841	2098	953	1059
Gm16155	0	0	0	0
Tmcc3os	6	30	0	15
Mir7211	0	0	0	0
Gm48657	10	0	0	0
Gm48658	0	0	0	0
Cep83os	109	177	130	104
Gm49167	0	8	1	0
Cep83	399	880	376	534
Gm48689	1	2	0	0
Plxnc1	77	103	18	73
5S_rRNA	0	0	0	0
Gm48718	0	0	0	0
7SK	0	2	0	0
Gm48867	0	0	0	0
Gm48868	0	0	0	0
Gm29684	0	0	0	0
Gm33091	0	2	0	0
Gm48874	0	0	0	0
Cradd	178	125	104	111
Gm48880	0	0	0	10
Gm48882	38	17	0	0
2310039L15Rik	0	13	0	0
Socs2	58	27	20	32
5730420D15Rik	12	2	0	6
Gm47599	0	2	0	4
Gm47600	0	0	0	0
Gm3619	7	5	0	12
Mrpl42	60	108	87	67
Ube2n	2922	4994	1560	3618
Nudt4	1788	4239	1519	2588
Mir3058	0	2	0	0
7SK	0	0	0	0
Gm33336	16	8	0	0
Gm47667	0	0	0	0
Anapc15-ps	0	1	0	0
Gm47669	0	0	0	0
Gm47671	0	0	0	0
1110019B22Rik	0	0	0	0
Gm47708	0	2	0	6
4732465J04Rik	0	6	0	9
Gm47718	12	0	0	0
Gm47719	0	10	8	0
Gm33543	0	10	0	0
Gm47724	0	0	0	0
Gm47725	0	0	0	0
Gm24433	0	0	0	0
Eea1	303	477	219	305
Gm49817	0	0	0	0
Gm48425	0	0	0	0
Gm5426	0	0	0	0
ENSMUSG00002076793	0	0	0	0
4930459C07Rik	6	17	0	0
Gm48427	0	0	0	0
Gm33782	0	0	0	0
Gm48428	0	0	0	0
Gm20091	0	0	0	0
Gm8601	0	0	0	0
Gm48505	0	0	0	0
Gm33843	0	0	0	0
Btg1	618	1547	484	1041
Gm48507	0	0	0	0
Gm6859	0	0	0	0
Gm48509	0	0	0	0
Gm48521	0	2	0	0
ENSMUSG00002076541	0	0	0	0
Gm33981	11	12	0	6
4930556N09Rik	0	0	0	0
Gm48555	0	0	0	0
Gm8613	0	0	0	0
Gm18515	0	0	0	0
Mir3966	0	0	0	0
Dcn	41	155	72	90
Lum	0	8	0	10
4930473O22Rik	0	5	22	12
Kera	0	4	0	0
Epyc	32	16	0	12
Gm10754	14	1	0	0
Ccer1	367	921	315	520
4930525C09Rik	0	33	0	8
C030005K15Rik	0	3	0	20
Gm25658	0	0	0	0
Gm8633	16	18	0	6
Gm48687	0	0	0	1
Gm37631	0	0	0	0
Gm34297	2	24	12	15
Gm5427	0	0	0	0
Atp2b1	240	755	185	374
Gm48761	0	0	0	0
Gm48768	10	9	34	8
Poc1b	921	1241	643	870
Galnt4	57	282	240	96
Phxr2	0	2	0	0
Gm16239	0	4	0	0
Gm34574	0	0	0	0
Gm48884	0	0	0	0
Gm34777	0	0	0	0
Dusp6	897	1920	1059	792
Gm34921	0	0	0	0
Gm48089	0	0	0	0
B530045E10Rik	0	3	0	2
Gad1-ps	0	0	0	0
Gm35035	0	0	0	0
Gm34983	0	2	0	0
Gm48085	0	0	0	0
Gm20110	0	0	0	0
Gm18409	0	0	0	0
Gm35101	14	0	0	10
Gm47578	1	0	0	0
Csl	146	219	80	163
Gm35206	0	6	0	2
Gm47579	0	0	0	0
Gm17870	0	0	0	0
Kitl	79	165	38	28
Gm35533	0	1	0	0
ENSMUSG00002075807	0	0	0	0
ENSMUSG00002076343	0	0	0	0
Gm47627	0	0	0	0
Gm8689	0	0	0	0
Gm9476	0	0	0	0
Gm47632	0	0	0	0
Gm47628	0	0	0	0
Gm47630	0	0	0	0
Gm4898	0	1	0	0
Gm8701	0	0	0	0
Gm4301	0	0	0	0
Gm4302	0	0	0	0
Gm4303	0	0	0	0
Gm4305	0	0	0	0
Gm8711	0	0	0	0
Gm4307	0	0	0	0
Gm4308	0	0	0	0
Gm4310	0	0	0	0
Gm47631	0	0	0	0
Gm8723	0	0	0	0
Gm4312	0	0	0	0
Gm4781	0	0	0	0
Gm47673	0	0	0	0
Tmtc3	36	286	201	102
Cep290	338	638	149	493
4930430F08Rik	145	538	218	246
Gm47956	0	0	0	0
1700017N19Rik	148	194	97	128
Gm47325	0	0	0	0
Gm35722	0	0	0	0
Gm19233	0	0	0	0
Gm26278	0	0	0	0
Mgat4c	20	38	49	46
Gm47032	0	0	0	0
Mir3059	0	0	0	0
Gm47031	0	0	0	0
Gm47033	0	0	0	0
Gm47025	0	0	0	0
Gm47101	0	0	0	0
Gm26988	0	0	0	0
Nts	0	0	0	0
Rassf9	38	31	2	12
Gm47142	0	0	0	0
Gm47143	0	0	0	0
Gm5175	0	0	0	0
Alx1	67	172	182	90
Gm17028	35	41	9	40
Lrriq1	242	499	188	317
Gm25376	0	1	0	0
Gm47164	0	0	0	0
Slc6a15	0	0	0	0
Gm8768	0	0	0	0
Gm47223	0	0	0	0
Gm47221	0	0	0	0
Gm47220	0	0	0	0
Gm47222	0	0	0	0
Gm26923	0	0	0	0
Gm47224	0	0	0	0
Gm47225	0	0	0	0
Gm25143	0	0	0	0
Gm47226	0	0	0	0
Gm47227	0	0	0	0
Gm47228	0	0	0	0
Gm21293	0	0	0	0
Gm6763	0	0	0	0
Gm8764	0	0	0	0
Gm21304	0	0	0	0
Gm21312	0	0	0	0
Gm20765	0	0	0	0
Gm4340	0	0	0	0
Gm22339	0	0	0	0
Mir6411	0	0	0	0
Gm22945	0	0	0	0
Gm25522	0	0	0	0
Gm48184	0	0	0	0
Gm25587	0	0	0	0
Gm25422	0	0	0	0
Gm36997	0	0	0	0
Tmtc2	147	298	113	126
Gm48206	0	0	0	0
Gm48205	0	0	0	0
Gm48203	0	0	0	0
Gm15666	0	10	0	0
Gm48204	0	4	0	12
Gm15664	0	0	0	0
Gm48207	28	7	0	12
Gm15663	0	8	0	0
Mettl25	76	161	0	82
5S_rRNA	0	0	0	0
Gm48298	0	8	0	0
Ccdc59	20	73	42	45
ENSMUSG00002076481	0	0	0	0
Gm25342	0	0	0	0
Gm8796	0	0	0	0
Gm48363	0	0	0	0
Gm48376	0	0	0	0
Gm48377	0	0	0	0
Rps15a-ps1	0	0	0	0
Gm48379	0	0	0	0
Gm48380	0	2	0	0
Ppfia2	91	191	120	144
Olfr1556-ps1	0	0	0	0
4930532I03Rik	0	9	0	0
Acss3	10	8	36	0
Gm19007	0	0	0	0
Gm18040	0	0	0	0
Gm19181	1	0	0	0
Gm24745	0	0	0	0
Gm29674	0	0	0	0
Lin7a	430	644	256	329
Gm38117	0	0	0	0
ENSMUSG00002075236	0	0	0	0
Myf5	0	0	0	0
Myf6	32	0	12	0
Ptprq	148	303	84	144
Otogl	0	11	10	8
Gm29685	0	0	19	0
Gm47999	0	0	0	0
Ppp1r12a	482	1072	407	458
Pawr	74	261	35	168
Gm23105	0	0	0	0
Gm36283	0	6	0	4
ENSMUSG00002075138	0	0	0	0
Gm47466	0	0	0	0
Syt1	165	238	155	181
Gm5136	0	9	13	0
Gm47472	0	0	0	0
Gm47477	0	0	0	0
7SK	0	0	0	0
ENSMUSG00002075046	0	0	0	0
Gm23041	0	0	0	0
Gm47329	0	0	0	0
3110043J17Rik	0	0	0	0
Nav3	20	94	9	56
Gm36935	0	0	0	0
Gm47337	0	6	0	0
Gm47339	0	6	0	0
Gm47340	0	0	0	0
Gm47338	0	7	0	0
Gm47055	0	0	0	6
9230102K24Rik	0	0	0	0
Gm47058	0	0	0	0
E2f7	38	26	28	10
1700020G17Rik	593	1503	582	777
Gm23698	0	4	0	0
Gm22186	26	58	16	43
Gm22236	0	0	0	0
Csrp2	41	40	12	60
Zdhhc17	174	286	138	98
Gm48851	0	0	0	0
Rpl6l	1	7	0	1
U6	0	0	0	0
Gm8873	4	0	0	0
Osbpl8	748	1463	605	674
Gm17849	0	10	0	0
Bbs10	0	24	0	28
Gm40761	0	2	0	0
Nap1l1	248	421	106	235
Gm25117	0	1	0	0
Gm5176	0	0	0	4
Phlda1	32	94	26	80
Gm28592	0	0	0	0
4933440J02Rik	0	0	0	0
Gm30262	0	0	0	0
Gm47864	0	0	0	0
Gm30624	0	0	0	6
Gm47865	0	4	0	2
Gm46193	0	0	0	0
Gm19005	0	0	0	0
Gm37189	0	0	0	0
Gm47866	0	0	0	0
Gm20758	34	20	41	24
Gm47880	0	0	0	0
Krr1	107	120	33	37
Glipr1	0	0	0	0
Gm7269	0	2	1	0
Glipr1l1	0	22	0	24
Glipr1l2	0	21	28	22
Gm6808	0	0	0	0
Gm15914	0	0	0	0
Gm48047	0	0	0	0
Glipr1l3	0	6	0	6
Caps2	73	137	113	52
Gm47419	0	0	0	0
Kcnc2	0	41	0	44
Gm47492	0	0	0	0
1700010J16Rik	8	24	0	18
Gm3942	0	0	0	4
Atxn7l3b	914	1618	953	875
Gm26596	0	2	25	0
Gm22507	0	0	0	0
Gm47519	0	0	0	0
Gm47522	0	0	0	0
Gm47524	0	0	0	0
Gm47532	0	0	0	0
Gm47534	0	0	0	0
Gm40765	0	0	0	0
Gm40810	0	0	0	0
Gm47538	0	0	0	0
Gm38333	0	0	0	0
Gm48104	0	0	0	0
Gm38281	0	0	0	0
Trhde	12	14	15	26
4930473D10Rik	0	0	0	0
Gm15723	0	0	0	0
Gm31182	8	3	0	27
7SK	0	0	0	0
Gm31267	0	0	0	0
Gm22070	0	0	0	0
Tph2	183	311	145	269
Tbc1d15	905	2581	1167	812
7SK	0	24	0	0
Gm8942	0	0	1	3
Rab21	450	933	280	451
Gm10752	0	2	0	22
Tmem19	473	540	296	210
Thap2	142	127	43	30
Zfc3h1	344	1127	301	554
A130012E19Rik	0	26	0	4
Lgr5	0	71	16	23
A930009A15Rik	0	0	0	8
Gm8960	0	0	1	4
4930422I22Rik	0	15	12	24
Tspan8	44	170	58	86
Ptprr	16	25	0	12
Taf7l2	151	125	46	50
Ptprb	8	61	36	16
Gm47625	0	0	0	0
Gm26495	0	0	0	0
Kcnmb4	9	18	0	22
Kcnmb4os1	14	54	28	8
Kcnmb4os2	22	46	0	14
Cnot2	334	631	432	354
5330438D12Rik	72	73	22	47
ENSMUSG00002076243	0	0	0	0
Gm49344	0	21	0	0
Gm46203	1	0	0	1
Gm48403	0	0	0	0
Gm26579	0	0	0	0
1700030O20Rik	0	14	0	6
4930579P08Rik	6	21	0	29
Myrfl	0	9	0	12
Rab3ip	593	1565	546	777
4933412E12Rik	291	480	122	339
Gm10271	0	2	0	0
D630029K05Rik	0	0	0	0
Gm5781	0	1	0	1
Best3	57	81	0	44
Gm10747	0	0	0	0
Lrrc10	0	4	0	0
Cct2	1433	2756	1253	1458
Frs2	221	523	351	218
4930423D24Rik	0	16	22	14
ENSMUSG00002074987	0	0	0	0
Yeats4	259	781	107	394
Gm48772	0	20	0	12
9530003J23Rik	6	4	0	0
Gm10936	0	0	0	0
Lyz2	15	118	108	74
Lyz1	0	2	0	0
Cpsf6	471	1083	299	413
Gm48903	0	0	22	0
Gm40770	0	0	0	0
Gm9002	0	0	0	0
Gm32141	0	2	0	0
Gm32235	0	6	0	0
Gm9004	0	0	0	0
Kifc5c-ps	0	8	0	4
Gm32365	26	42	18	24
Cpm	127	468	163	209
Gm25709	0	0	1	0
Mdm2	268	894	349	489
Slc35e3	19	30	14	1
Nup107	790	1961	574	964
Gm47899	0	2	0	0
Rap1b	188	380	256	215
Gm32552	13	18	0	35
Gm40773	34	12	0	0
4933411E08Rik	56	96	0	71
Gm37852	0	0	0	0
5330439M10Rik	0	2	0	0
Mdm1	362	513	108	331
Gm47958	0	4	0	0
Il22	0	23	0	12
Gm9585	0	0	0	0
Gm32717	0	0	0	0
Gm9029	0	0	0	0
Gm9030	0	0	0	0
Gm32802	0	0	0	0
Gm9035	0	0	0	0
Il22b	0	0	0	0
Gm9040	0	0	0	0
Gm9044	0	0	0	0
Gm9045	0	0	0	0
Gm9046	0	0	0	0
Gm9048	0	0	0	0
Gm9049	0	0	0	0
Ifng	0	0	0	0
Gm49751	0	0	0	0
Ifngas1	0	9	0	0
Gm33337	7	6	0	0
Gm47425	0	4	0	6
Gm4065	0	2	0	0
Gm47434	0	2	0	0
Dyrk2	232	719	695	272
4932442E05Rik	18	76	14	38
Gm10744	0	2	0	0
Gm26976	0	0	0	0
Gm38403	0	2	0	12
Gm47461	0	6	0	4
Gm33677	8	85	0	54
Gm18904	0	0	0	0
1700064J06Rik	0	4	0	0
Gm47480	0	0	0	0
Gm34045	0	0	0	0
Cand1	1747	2910	1573	1510
4930477N07Rik	0	0	0	0
Gm19090	0	0	0	0
Gm40778	0	0	0	0
1700025F24Rik	11	13	1	24
Grip1os3	6	3	0	8
Gm16321	0	0	0	0
Grip1	338	930	387	548
Gm47341	0	2	0	0
Gm47024	0	0	0	0
Gm47342	0	0	0	0
Gm47027	0	2	0	0
Gm47026	0	0	0	0
Grip1os2	0	0	0	0
Grip1os1	83	16	2	17
Helb	94	159	145	106
Irak3	124	148	44	125
Gm47009	0	0	0	0
Tmbim4	319	662	231	304
Llph	48	90	80	23
Gm48115	0	2	0	6
Gm48118	0	0	0	0
Gm38141	0	0	0	0
Hmga2	3	22	8	6
1700006J14Rik	67	175	28	105
9230105E05Rik	0	9	0	6
Mir763	10	2	2	0
Gm24298	0	0	0	0
4930471E19Rik	0	1	0	0
Gm38289	0	0	0	0
Gm37505	0	0	0	0
Gm10743	0	0	0	0
Gm48202	14	42	0	10
4921513I03Rik	31	21	24	37
Msrb3	1133	4125	865	1511
Gm15961	0	9	0	8
Gm15910	0	10	0	22
Gm4473	6	19	0	0
Lemd3	290	893	361	467
Gm16166	0	2	0	15
ENSMUSG00002075902	0	4	0	1
Gm48341	0	0	0	0
Wif1	0	0	0	10
Gm48410	0	18	0	2
Gm10741	0	14	30	32
Gm48426	0	0	0	0
4930432O09Rik	0	56	0	54
Gm35404	0	0	0	0
Tbc1d30	400	611	243	296
Gm4478	0	11	8	1
Gm48435	20	47	0	12
Gns	2555	4580	2694	2395
Gm18730	0	0	0	0
Rassf3	412	627	250	384
Gm48591	0	5	0	12
Gm40787	0	0	0	0
Gm46204	0	0	0	0
Gm35696	0	0	0	0
Gm50454	0	0	0	0
Tbk1	246	421	185	271
Xpot	735	1527	828	769
ENSMUSG00002076911	0	1	0	0
D930020B18Rik	0	34	24	26
Gm35865	0	8	0	0
Kics2	58	98	70	70
Srgap1	435	519	131	297
Gm48804	0	10	17	18
Gm48826	0	0	0	0
Gm48827	0	0	0	0
Gm48828	0	0	0	0
Rxylt1	83	112	43	73
Gm4489	11	83	103	68
Gm9081	2	2	0	6
Gm48875	0	0	0	0
Gm36041	0	0	0	0
Gm48877	0	0	0	0
Avpr1a	0	43	56	16
Gm48878	0	0	0	0
Sros1	0	0	0	1
Mir6412	0	0	0	0
Ppm1h	358	1357	757	553
Mir8104	0	0	0	0
A430028G04Rik	0	14	0	0
Gm47582	2	6	0	0
Gm36208	0	0	0	0
D630033A02Rik	0	14	0	2
Mirlet7i	0	0	0	0
Mon2	2654	5548	3240	2834
Usp15	868	1380	578	908
Gm47726	42	29	1	10
Gm4129	22	24	16	16
ENSMUSG00002076638	0	0	0	0
Tafa2	0	2	0	4
Gm22958	0	0	0	0
Gm47801	0	0	0	0
Gm19169	0	0	0	0
Gm18510	0	0	0	0
Gm47837	0	0	0	0
7SK	0	0	0	0
4930503E24Rik	2	4	3	1
Gm47839	0	0	0	16
Gm47840	0	0	0	0
Gm36719	0	0	0	0
Slc16a7	120	440	234	234
Gm45604	2	32	11	17
Gm47862	0	2	0	4
Gm9102	0	0	0	0
Lrig3	61	88	8	30
ENSMUSG00002075715	0	0	0	0
Gm4510	0	0	0	0
1700021G15Rik	0	0	0	0
1700025K04Rik	0	6	0	0
Gm47965	0	0	0	0
Gm40797	30	2	0	2
Mir378d	0	0	0	0
Gm47966	0	2	0	0
4930484H19Rik	85	82	18	55
Gm9111	0	0	0	0
Gm24179	0	0	0	0
Atp23	52	53	0	33
Gm6333	0	0	0	0
Gm30539	0	0	0	0
Gm47972	0	0	0	0
Ctdsp2	2625	5684	3108	3188
Mir26a-2	0	0	0	0
Mir546	0	0	0	0
Avil	2	52	0	3
Tsfm	66	404	78	206
Eef1akmt3	0	16	14	3
Mettl1	175	298	152	169
Cyp27b1	0	10	6	0
Marchf9	590	1285	638	722
Cdk4	804	1405	537	792
Tspan31	200	246	86	168
A730063M14Rik	0	4	68	0
Agap2	0	45	90	14
Os9	2022	4700	1657	2021
Gm4178	0	0	0	0
Gm23664	0	0	0	0
B4galnt1	383	814	266	276
Slc26a10	41	40	10	11
Arhgef25	48	125	58	14
