GeneId	ERR2012000_ctrol1	ERR2012001_ctrol2	ERR2012003_ctrol3	ERR2012004_ctrol4	ERR2012005_msus1	ERR2012006_msus2	ERR2012007_msus3	ERR2012008_msus4	ERR2012009_msus5	ERR2012010_msus6
Gm37234	15	0	0	0	0	0	1	0	1	9
Pygo1	70	7	13	8	1	24	16	20	26	16
Dnaaf4	0	0	0	0	0	0	0	0	0	0
Gm44503	0	0	0	0	0	0	0	0	0	0
Gm23567	0	0	0	0	0	0	0	0	0	0
Gm37710	0	0	0	0	0	0	0	0	0	0
Ccpg1os	21	9	30	13	17	37	56	37	79	13
Ccpg1	18	1	11	4	1	6	8	4	6	11
MIR628	0	0	0	0	0	0	0	0	2	0
Pigb	73	12	33	4	4	22	33	27	37	10
Gm38192	4	1	1	4	0	3	2	3	0	0
Pigbos1	23	8	19	16	19	27	54	47	61	10
Rab27a	54	8	11	10	8	13	15	22	21	1
Gm27186	0	0	0	0	0	0	0	0	0	0
Khdc3	31	0	1	0	0	10	0	0	1	0
Gm20509	0	0	0	0	0	0	0	0	0	0
Rsl24d1	111	24	70	49	33	140	136	88	188	49
Gm38215	0	0	1	0	0	9	3	0	0	0
Gm5745	0	0	0	0	0	0	0	0	0	0
Gm27211	38	19	19	16	12	27	32	13	66	4
Unc13c	41	11	11	10	10	22	24	22	32	0
Gm37611	4	1	0	5	0	3	0	4	1	0
Gm27148	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076471	4	0	0	0	0	0	0	0	0	4
Gm37326	12	6	6	8	0	9	6	8	0	0
n-R5s86	0	0	0	0	0	0	0	0	0	0
Wdr72	89	8	8	2	4	38	28	40	52	4
Gm24141	0	1	2	0	0	0	0	0	0	0
Nr1h2-ps	0	0	0	0	0	0	0	0	0	0
Gm28622	6	1	0	3	1	0	1	0	2	0
Gm27189	0	0	1	0	0	0	0	0	0	0
Gm27233	0	0	0	0	0	0	0	0	2	0
Gm22315	5	0	0	0	0	0	0	0	0	0
Gm16551	40	3	1	1	0	2	3	17	3	0
Gm20649	0	0	0	0	0	0	0	0	0	0
Gm28182	16	2	2	3	0	0	1	4	0	0
Onecut1	15	4	0	2	0	6	0	5	1	0
Fam214a	114	32	88	42	42	177	136	134	243	12
Arpp19	72	83	204	174	75	421	386	276	489	102
Gm2981	0	0	0	0	1	0	0	0	0	0
Myo5a	303	165	331	158	91	453	426	373	536	52
Gm9719	0	0	0	0	0	1	0	0	0	0
Gm16353	13	0	0	1	0	0	1	0	0	0
Myo5c	106	46	219	20	7	42	46	87	120	24
Gnb5	65	12	30	16	10	61	47	30	59	6
Gm19531	15	0	0	3	0	5	1	0	7	0
Gm48677	0	0	0	0	0	0	0	0	1	0
Bcl2l10	5	0	0	0	0	0	0	1	1	0
Mapk6	2686	1593	1509	2735	1886	2546	2353	4081	6234	688
Gm18015	3	0	0	0	0	0	0	0	0	0
Gm5366	10	2	4	0	0	0	1	0	1	0
4933433G15Rik	7	29	41	4	5	15	12	9	35	4
Leo1	41	57	117	43	36	110	104	117	183	13
Gm7972	70	4	8	8	4	14	0	10	7	9
Tmod3	152	79	217	116	98	292	337	229	396	84
Gm48789	0	0	0	0	0	0	0	0	0	0
Tmod2	129	21	56	39	28	146	142	78	107	18
Gm48822	0	6	1	0	1	5	3	4	1	0
Lysmd2	3	1	7	1	2	5	2	5	5	0
Scg3	42	2	2	10	2	54	22	8	4	0
Gm37871	3	2	0	0	0	3	0	0	3	0
Gm3671	9	0	2	1	0	0	1	0	3	0
Bmp5	3	1	1	2	0	6	1	1	4	0
Gm47723	2	0	2	0	0	7	0	8	0	0
Gm26903	6	2	4	0	1	2	1	15	4	0
ENSMUSG00002076790	0	0	0	0	0	0	0	0	0	0
Gm34005	0	0	0	0	0	0	0	0	0	0
U4	0	0	1	0	0	0	0	0	0	0
Hmgcll1	14	4	3	9	3	9	19	27	6	8
Gm38083	15	1	2	3	0	8	1	16	1	0
Gfral	10	1	2	0	0	5	0	9	1	0
Hcrtr2	40	6	4	4	1	5	4	6	1	0
Gm27234	5	2	0	0	2	0	0	1	2	0
Fam83b	42	5	6	6	4	35	15	14	19	2
Gm27156	0	0	0	0	0	0	0	0	2	0
Gm27245	0	0	0	0	0	0	0	2	0	0
Gm22938	0	0	0	0	0	0	0	0	0	0
Gm34158	8	1	0	0	0	0	1	0	2	0
Gm27155	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	4	1	0
Gm47800	3	1	3	1	1	0	2	0	0	0
Gm18486	6	0	0	0	0	0	0	0	0	0
Tinag	5	0	1	1	0	1	2	3	4	0
Gm27158	0	0	0	0	0	0	0	0	0	0
Gm19541	8	1	4	0	1	7	0	8	1	0
Gm5746	0	0	1	2	0	5	0	6	0	0
Mlip	91	27	28	18	22	27	28	100	84	24
Gm27210	9	0	1	1	0	2	0	0	0	0
Gm38254	5	0	0	1	0	1	0	0	1	0
4930590H14Rik	0	1	0	0	0	2	3	0	2	0
5730403I07Rik	48	25	25	24	29	14	41	45	125	8
Lrrc1	395	209	239	455	311	541	492	750	1074	100
Gm19569	23	2	4	0	3	0	3	11	9	0
Gm21013	0	0	1	0	0	2	0	2	0	0
ENSMUSG00002076458	0	0	0	0	0	0	1	0	0	0
Klhl31	78	5	4	4	2	0	5	15	10	0
Gm47790	2	1	1	0	0	0	3	2	1	0
Gm47789	4	0	0	1	0	1	0	0	0	0
Gm47795	6	0	0	0	1	0	0	0	1	0
Gclc	146	75	131	104	67	270	260	245	355	91
Gm34654	0	0	1	0	1	3	1	5	1	0
Gm47818	12	2	3	2	1	1	1	3	1	1
Gm19572	0	0	0	0	0	0	0	0	0	0
Gm47824	0	0	1	0	1	0	0	7	1	0
Elovl5	212	74	134	90	44	198	170	98	185	44
Gm34829	14	3	5	0	1	0	0	4	2	0
Gm23609	0	0	0	0	0	0	1	0	2	0
Gm39375	20	0	0	0	0	0	0	0	2	1
Gm47829	0	0	0	0	0	0	0	0	0	1
Gcm1	11	2	1	6	0	0	1	1	1	0
Gm8058	3	0	0	0	0	0	0	0	0	0
Fbxo9	113	35	100	43	51	150	203	201	267	22
Cilk1	126	26	82	41	46	149	158	185	229	35
7SK	5070	3413	5899	3684	2839	12801	21700	8893	19490	9107
C920006O11Rik	43	2	12	10	9	9	15	11	27	4
Gsta4	85	31	74	61	34	184	164	85	238	46
Gm3126	0	1	1	0	0	5	0	0	0	0
Gsta1	0	0	0	0	0	0	0	0	0	0
Dppa5b	0	0	0	0	0	0	0	0	0	0
Gm3776	0	0	0	1	0	0	0	0	0	0
Dppa5c	0	0	0	0	0	0	0	0	0	0
Gsta5	28	0	0	6	0	0	0	3	0	0
Omt2a	37	4	0	0	0	4	0	12	0	4
Gm8074	0	1	1	0	0	8	1	0	0	0
Omt2b	6	1	0	0	0	0	0	0	0	0
Gsta2	43	1	6	0	2	13	5	14	4	4
Dppa5a	0	1	0	1	0	2	0	0	0	0
Ooep	0	0	2	3	0	0	0	0	1	0
Gm8087	5	0	0	0	0	0	0	0	0	0
4930542C12Rik	0	5	0	7	5	0	2	21	7	2
Ddx43	12	1	2	0	0	1	0	1	12	0
Gm8093	29	2	0	12	1	8	8	7	5	1
Cgas	43	5	9	10	8	12	18	6	12	0
Gm17324	0	0	0	0	1	0	0	3	0	0
Mto1	27	21	30	32	18	67	52	32	76	18
Eef1a1	11622	5875	13305	10248	7151	26013	25997	26930	41593	6338
Gm26377	0	0	0	0	0	0	0	0	0	0
Gm47430	0	1	1	0	0	1	0	2	1	0
Slc17a5	59	46	105	30	39	141	147	76	178	52
Cd109	191	99	477	48	39	70	63	144	142	18
4921509A06Rik	6	0	0	0	0	0	2	0	0	0
Gm47497	2	0	0	2	0	0	0	0	1	0
Gm46138	8	0	0	0	0	0	0	0	0	0
Gm8116	0	0	2	0	0	0	0	0	0	0
Gm47498	0	0	0	0	0	0	0	7	0	0
Gm18863	30	0	1	3	0	0	0	1	0	0
Gm35024	3	0	2	0	0	0	0	3	2	0
Gm47499	0	0	0	0	0	4	0	0	3	0
Gm47501	6	0	0	0	0	0	0	0	0	0
Gm28620	18	0	0	0	0	0	0	0	0	0
Gm47500	0	0	0	0	0	0	0	0	0	0
Timm29-ps1	0	1	1	0	0	0	0	0	0	0
Aldoa-ps3	0	0	1	0	0	4	1	0	2	0
Aldoa-ps4	11	0	4	0	0	1	1	2	1	0
Gm39377	19	0	0	0	0	0	0	0	0	0
Gm35262	0	0	0	0	2	0	0	0	2	0
Gm10635	32	2	3	3	0	3	1	6	4	0
Gm8125	0	0	2	0	0	0	2	3	0	0
Col12a1	162	39	95	32	30	138	116	111	119	44
4930562D21Rik	7	5	6	16	13	13	20	7	39	6
Cox7a2	151	112	302	164	196	319	683	324	648	143
Tmem30a	200	133	472	227	222	586	603	465	724	77
4930429F24Rik	14	3	2	6	1	8	2	0	5	0
Filip1	126	19	33	35	18	44	29	65	70	9
Gm20477	4	0	2	0	0	0	0	4	1	0
Gm3211	4	1	1	0	1	0	0	0	0	0
Gm8131	13	5	30	11	9	0	4	4	11	0
7SK	0	0	0	0	0	0	0	0	0	0
Gm46146	0	0	0	0	0	0	0	5	0	0
Senp6	124	87	248	164	117	457	407	419	608	106
Gm20648	0	0	0	0	0	0	0	0	0	0
Gm17477	7	0	1	1	1	0	2	2	0	0
Myo6	452	223	607	384	307	1181	1179	1083	1478	296
Gm27227	0	0	0	0	1	0	1	0	3	0
Impg1	37	1	1	2	1	9	3	2	7	3
Gm18292	0	0	0	2	0	0	1	0	0	0
Gm48387	4	1	0	0	0	0	0	7	0	0
Gm39380	0	1	0	0	0	0	0	5	0	0
Gm27224	6	0	1	0	0	0	2	0	0	0
Gm27225	14	1	1	0	0	6	1	0	2	0
Gm26713	4	0	0	0	0	0	0	0	0	0
Gm8151	19	4	3	0	0	9	0	4	4	3
Gm27226	29	1	5	8	1	0	2	4	2	5
Htr1b	41	0	3	0	2	2	7	11	4	0
D430036J16Rik	29	4	0	0	0	0	3	3	5	0
Gm9531	10	2	0	0	0	2	0	0	1	0
Gm26907	0	0	1	0	1	0	0	0	1	0
Mei4	23	1	1	8	0	10	3	0	4	0
Gm37837	0	0	0	0	0	0	0	5	0	0
Gm19228	0	0	0	0	0	0	0	0	0	3
Gm15896	0	0	0	0	0	0	0	4	0	0
Gm23748	5	0	0	0	0	0	0	0	1	0
Gm35548	12	0	0	0	0	0	0	0	0	0
1700063H06Rik	18	1	3	0	1	9	4	11	7	0
Gm22836	6	0	0	0	0	0	0	0	0	0
Gm24393	0	0	0	0	0	0	0	0	0	0
Gm27249	0	0	0	0	0	0	0	0	0	0
Irak1bp1	39	3	9	16	11	15	26	29	38	3
Phip	326	121	276	303	158	722	619	702	868	134
Gm39383	8	0	0	1	0	0	0	3	0	0
Gm27248	0	0	0	0	0	0	0	0	0	0
Gm38398	17	0	0	0	0	0	1	6	2	0
Hmgn3	5	2	13	3	5	6	15	22	15	0
Gm2065	6	1	0	0	0	0	3	4	3	0
Gm29054	7	0	1	0	0	1	0	3	2	0
Gm38279	0	0	0	0	0	0	0	0	0	0
Gm27216	9	2	2	5	0	0	0	3	1	0
Gm46123	34	4	4	4	0	6	5	11	6	2
Lca5	113	32	58	57	25	66	30	166	105	16
Rps27a-ps2	0	0	0	0	0	3	0	0	0	0
Gm2087	0	0	2	0	0	0	0	0	3	0
Gm37307	17	6	5	4	1	11	3	8	4	0
Gm28552	5	0	0	0	0	0	0	0	0	0
Gm28477	0	1	0	0	0	0	0	0	2	3
Sh3bgrl2	128	52	138	71	53	304	269	247	331	67
Gm39384	8	0	0	0	0	1	0	0	1	0
Gm36120	16	2	0	4	0	4	1	3	2	0
Gm2109	8	0	0	5	0	3	0	0	2	0
Elovl4	108	45	135	80	46	171	201	129	190	15
Ttk	55	6	8	7	5	2	12	24	22	3
Gm36278	0	0	4	0	0	0	0	0	2	0
Bckdhb	8	10	30	19	18	79	59	63	79	17
Gm29163	1	0	0	0	0	0	0	2	1	0
Gm29164	0	0	0	2	0	0	3	0	2	0
Gm46124	0	2	0	1	2	1	2	0	1	0
Gm26146	0	0	0	0	0	0	0	0	0	0
Gm18487	13	0	3	0	0	0	0	10	0	0
Gm8226	0	0	0	0	0	0	0	0	0	0
Gm39388	6	11	1	5	1	4	2	0	2	0
Gm26126	0	0	0	0	0	0	0	2	0	0
Gm48811	0	0	0	0	0	0	1	0	0	0
4930554C24Rik	36	1	1	1	0	8	1	9	4	0
Gm48820	15	0	2	1	0	0	1	0	0	0
Gm28625	0	0	0	0	0	0	0	0	0	0
Gm48821	0	0	0	1	0	0	0	1	2	0
Gm8228	19	0	2	7	0	4	1	10	4	0
Gm28070	0	0	0	0	0	2	0	0	0	0
Gm48830	0	0	2	0	0	0	0	4	3	0
Gm48831	0	0	0	0	0	3	0	0	0	0
Gm11114	0	1	0	0	0	0	0	0	2	0
Tent5a	192	47	135	62	45	178	230	197	231	61
Gm48832	7	2	6	4	5	7	2	4	4	0
Gm36927	2	0	2	1	0	6	0	0	3	0
Gm48833	0	1	0	1	1	0	0	0	1	0
Gm25125	0	0	0	0	0	2	0	0	1	0
Gm48834	0	0	0	0	0	0	0	0	2	0
Gm48842	0	2	0	0	0	0	0	0	0	3
Ibtk	163	64	215	91	83	320	302	312	452	68
4933431K14Rik	23	13	24	35	21	10	35	76	51	7
Gm22830	0	0	0	0	0	0	0	0	0	0
Gm5619	0	0	0	0	0	0	0	3	0	0
Gm18766	0	0	0	0	0	1	0	8	0	0
9330154J02Rik	7	1	3	0	0	5	1	3	0	0
Tpbg	10	2	3	2	3	14	2	2	1	0
Gm47604	27	3	0	1	0	0	1	0	0	0
Gm18016	0	2	2	0	0	1	0	0	3	0
Ube2cbp	0	2	14	18	7	11	13	8	35	3
Gm16202	10	0	0	5	0	5	0	1	0	0
Dop1a	166	41	94	80	48	197	173	230	252	41
Gm17530	0	0	0	2	0	0	1	0	2	6
Pgm3	80	23	62	49	31	103	106	91	134	11
Rwdd2a	29	2	4	4	5	11	5	2	10	0
Me1	152	55	54	81	102	171	135	205	317	19
Gm38230	0	0	2	0	0	7	0	0	0	0
A330041J22Rik	0	0	0	1	1	0	1	0	3	0
U1	0	0	0	5	0	0	0	0	0	0
Gm22138	0	0	0	0	0	0	0	0	1	0
Gm37484	11	1	1	0	0	2	0	6	3	0
Prss35	12	1	1	5	1	0	3	7	9	0
Snap91	45	9	2	12	4	55	56	19	20	0
Gm37941	20	0	1	2	0	4	1	5	1	0
Gm36539	7	0	0	0	0	0	0	0	1	0
Ripply2	0	0	0	0	0	0	2	0	0	0
Cyb5r4	171	72	149	163	86	248	262	373	465	83
Gm8282	10	0	0	1	0	0	0	0	0	0
Mrap2	43	3	7	2	0	4	5	6	7	0
Gm37012	0	0	0	0	0	0	0	0	0	0
Cep162	163	39	74	59	27	138	93	187	248	12
5S_rRNA	0	0	0	0	0	0	0	0	0	0
Gm9540	5	0	0	0	0	3	0	0	2	0
Gm37375	0	0	0	0	0	0	0	0	0	0
Tbx18	25	3	0	2	1	16	0	9	7	0
D030062O11Rik	6	0	0	0	0	6	0	3	0	0
Gm37374	7	1	1	1	0	2	0	0	0	0
Gm9541	14	0	0	0	0	3	0	0	0	0
Gm25528	0	0	0	0	0	0	0	0	0	0
Gm23176	13	0	0	0	0	0	0	0	0	0
Gm28877	19	1	0	0	0	3	0	1	1	0
Gm2324	0	0	0	0	0	1	0	4	0	0
Gm5368	1	0	0	0	0	0	0	4	0	0
Gm28231	73	2	5	5	0	0	0	16	4	4
Gm5066	6	0	1	0	0	0	0	0	0	0
Gm47620	0	3	0	0	1	0	0	0	2	0
Nt5e	178	50	173	82	63	248	192	175	221	57
Snx14	100	39	81	68	38	105	98	65	150	30
Gm10163	0	0	0	0	0	8	0	2	0	0
Gm20537	0	0	0	0	0	0	0	0	1	0
Gm28229	24	4	15	4	5	4	20	13	14	0
Syncrip	169	120	315	236	112	543	505	438	611	131
Snhg5	13	7	30	12	8	29	33	37	36	2
Snord50a	0	0	0	0	0	0	0	0	0	0
Snord50b	0	0	0	0	0	0	0	0	0	0
Gm22985	0	0	0	0	0	0	0	0	0	0
Zfp949	88	9	19	31	14	71	62	49	87	18
Gm26461	103	5	14	16	8	44	41	37	38	25
Trim43a	16	0	3	0	0	7	1	10	1	0
9430037G07Rik	26	0	0	0	0	3	5	3	6	2
Gm29603	0	0	0	0	0	0	0	0	0	0
Gm23017	0	0	0	0	0	0	0	0	0	0
Gm38214	0	0	0	0	0	3	0	1	0	0
Gm37226	15	1	1	5	1	9	2	0	3	5
Mthfsl	35	9	19	7	3	22	18	25	30	8
Gm10634	167	130	618	27	25	41	76	80	144	7
Bcl2a1d	1	6	7	7	1	20	15	13	7	3
Gm37560	5	0	0	0	0	0	1	2	1	0
Gm26082	0	0	0	0	0	0	0	0	0	0
Gm37614	0	0	0	0	0	0	0	0	0	0
Gm29562	0	0	0	0	0	0	0	0	0	0
Trim43c	0	1	0	1	0	2	2	3	0	0
9330159M07Rik	7	3	5	3	3	10	2	7	7	0
Gm9775	0	0	0	0	0	0	0	0	0	0
Gm26135	0	0	0	0	0	0	0	0	0	0
Gm26611	2	1	3	0	0	3	2	0	2	0
Gm2396	106	74	287	26	24	36	31	50	90	16
Gm23707	0	0	0	0	0	0	0	0	0	0
Bcl2a1a	0	4	3	2	2	5	15	8	7	0
Gm37833	0	1	0	0	0	0	0	5	2	0
Gm37993	0	0	0	1	0	0	0	2	0	0
Gm24463	0	0	0	0	0	0	0	0	0	0
Gm19498	0	0	0	0	0	0	0	0	0	0
Trim43b	13	1	0	2	1	2	1	0	3	0
4930579C12Rik	384	317	1543	86	63	102	155	302	420	29
Gm26423	0	0	1	0	0	0	0	0	0	0
Bcl2a1b	17	13	13	4	10	24	21	12	14	0
Gm29094	0	0	0	0	0	0	0	0	0	0
Mthfs	39	4	9	6	2	11	11	10	14	4
Gm38091	57	6	6	1	0	2	2	12	4	0
Gm47403	18	0	1	6	0	6	1	14	2	0
Minar1	28	18	19	10	9	6	20	22	33	11
Gm47409	38	2	1	1	0	0	0	0	0	0
Gm47410	0	0	1	0	0	0	0	1	1	0
Tmed3	348	235	728	257	256	752	915	810	1090	166
Ankrd34c	19	6	3	0	2	3	7	8	2	0
Gm29608	0	0	0	0	0	0	0	0	0	0
Mir184	0	0	0	0	0	3	0	0	0	0
1700017I07Rik	9	0	1	0	0	4	0	0	0	0
4930524O08Rik	34	8	7	1	3	20	12	8	22	0
Rasgrf1	222	40	116	57	45	224	231	128	243	59
7SK	3	0	1	1	0	0	0	0	0	0
Gm17944	5	0	0	0	0	0	0	0	1	0
Ctsh	639	288	684	178	225	713	615	690	877	246
Morf4l1	248	163	339	222	138	647	465	740	807	137
Tmem41b-ps	11	0	3	0	1	2	4	5	12	0
9430062P05Rik	30	2	2	4	0	1	11	5	2	9
Adamts7	29	17	41	11	7	3	14	13	38	0
Tbc1d2b	202	72	144	66	55	207	207	225	383	50
Gm16200	3	0	0	0	0	0	0	0	0	0
Gm30849	4	0	0	0	0	5	0	1	0	0
Gm22717	1	0	0	0	0	0	0	0	0	0
Gm22866	0	0	0	0	0	0	0	0	0	0
Gm2497	0	0	0	0	0	0	0	0	0	0
Gm29605	0	0	0	0	0	0	0	0	0	0
Gm29604	3	0	0	0	0	0	0	2	0	0
Gm28703	0	0	0	3	0	2	1	3	0	0
Gm37665	0	0	0	0	0	0	0	0	0	0
Gm20561	0	1	0	0	0	1	0	2	0	0
Gm29408	0	0	0	0	0	0	0	0	0	0
Gm5620	16	2	3	4	1	0	3	3	7	0
Gm36960	0	0	0	1	0	2	0	7	3	0
Gm29602	0	0	0	0	0	0	0	0	0	0
Gm37812	27	3	3	0	0	1	0	0	4	2
Gm18378	3	0	0	0	0	3	3	9	0	0
Gm37457	14	3	4	0	0	0	0	2	0	0
Gm37040	28	5	8	0	0	0	1	1	3	0
Gm28652	0	0	0	0	0	0	1	0	1	0
A730094K22Rik	13	2	1	0	0	0	1	12	1	0
Zic1	51	6	11	3	5	15	22	6	5	0
Zic4	67	3	7	14	1	16	3	1	5	12
Gm37477	2	0	0	2	0	0	0	0	0	0
Gm29478	15	0	0	0	0	0	0	0	0	0
Gm37987	21	0	0	0	0	1	0	0	0	0
Gm26101	0	0	0	1	1	0	0	0	0	0
Gm31409	37	1	4	2	0	1	0	0	1	0
Plscr5	2	0	2	1	0	0	0	7	2	0
Plscr1	39	0	14	12	8	22	22	25	30	5
Mir6386	4	0	0	0	0	0	0	0	0	0
Plscr2	33	3	11	28	11	20	15	31	36	0
Gm29139	0	0	0	4	0	0	0	0	0	0
1700057G04Rik	14	4	7	6	9	17	21	26	34	0
Gm15493	2	0	0	0	0	0	0	8	0	0
Plscr4	28	2	6	4	1	20	4	4	11	2
Gm25417	0	0	1	0	0	0	0	0	0	0
B430319G15Rik	28	3	7	6	1	12	6	6	10	0
Gm37545	0	0	0	0	0	0	0	0	0	0
Plod2	71	4	9	11	4	15	7	20	8	3
Gm2495	25	0	0	0	0	0	0	5	0	0
Gm29396	0	2	0	0	0	0	1	0	0	0
4933400C23Rik	49	3	0	2	0	0	2	7	3	0
Gm28054	3	0	1	1	0	1	0	0	3	0
Gm29397	12	0	0	0	0	0	0	0	0	0
1700034K08Rik	5	1	0	0	0	4	1	0	2	0
Gm9621	17	2	1	0	0	0	0	7	0	0
Gm47165	4	1	0	0	2	0	2	0	0	0
Gm5369	23	0	1	0	0	6	0	5	4	0
Gm24200	14	4	3	4	2	7	5	9	9	5
Gm5370	5	0	1	0	0	0	1	0	2	0
Gm28934	0	0	0	0	0	0	0	4	0	0
Dipk2a	59	14	57	14	18	48	43	32	38	9
Gm39404	3	0	0	0	0	1	0	0	0	0
Gm24178	0	0	0	0	0	0	0	0	0	0
Gm29395	0	0	0	1	0	1	2	1	2	0
Slc9a9	140	52	91	45	28	104	76	130	119	13
Gm16262	14	0	3	0	0	8	0	0	0	0
Mir7656	11	0	0	0	0	0	0	0	0	0
Gm47168	0	0	4	0	0	0	0	0	2	0
Chst2	76	5	4	12	2	28	29	40	9	6
Gm37805	0	0	0	0	0	0	0	0	0	0
Gm8449	9	1	0	0	0	6	0	1	1	0
Gm19193	12	1	4	0	1	15	0	6	1	0
U2surp	282	64	218	131	92	336	378	331	436	66
Gm28424	10	1	4	1	0	2	2	0	0	0
Gm32281	4	1	9	2	2	2	4	4	6	0
Paqr9	106	67	75	41	80	67	124	90	268	41
Gm16126	2	0	2	0	0	0	0	0	0	0
Gm28164	0	0	0	0	0	4	0	2	0	0
Gm25582	0	0	0	0	0	0	0	0	0	0
Gm16127	0	0	0	2	0	0	0	0	0	0
Pcolce2	27	19	21	21	3	9	15	28	27	5
Itpa-ps2	0	0	0	0	0	0	0	0	0	0
Trpc1	73	8	8	13	3	17	16	22	21	5
Pls1	50	20	22	10	7	38	25	38	39	10
1700065D16Rik	9	6	4	2	1	9	2	1	5	0
Atr	161	52	92	116	96	221	218	245	321	46
Gm24004	0	0	0	0	0	0	0	0	0	0
Gm16794	26	6	7	0	0	3	6	0	6	0
Xrn1	213	117	297	135	99	369	384	424	475	67
C78334	0	0	0	0	0	0	0	0	0	0
Gm28085	0	0	0	1	0	0	1	0	1	0
Gm38375	15	1	0	0	1	0	0	5	11	0
Gk5	110	47	85	72	48	130	135	157	183	18
Tfdp2	174	61	147	124	87	314	326	291	415	60
Gm37195	0	1	0	3	2	0	4	0	2	0
Gm28924	0	0	0	0	0	0	0	0	0	0
Atp1b3	815	606	660	1139	995	1094	1479	1359	2829	367
Gm50488	0	1	0	3	0	1	0	0	3	0
BC043934	20	2	3	3	2	6	4	1	4	2
Rnf7	38	41	104	91	61	191	240	201	277	45
Gm28729	4	1	4	2	0	5	4	0	4	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0
Gm8495	15	0	1	0	0	4	0	2	0	0
Rasa2	121	38	87	59	44	165	159	196	174	31
5S_rRNA	0	1	0	0	0	0	0	0	0	0
Gm19280	4	0	0	0	0	0	0	0	0	0
Zbtb38	173	53	119	63	42	168	218	158	262	31
A930006L05Rik	19	1	1	3	0	8	2	1	2	0
C430002N11Rik	1	2	3	0	0	0	0	0	0	1
Gm28688	0	2	1	0	0	0	0	0	1	0
Gm8520	17	0	0	0	0	1	0	0	0	0
Pxylp1	56	33	90	55	24	83	70	96	98	5
Gm10123	0	0	0	0	0	4	1	7	0	0
Gm8524	0	0	0	0	0	0	0	0	0	0
Spsb4	18	2	7	0	2	0	3	24	7	3
Gm16010	17	2	5	0	1	4	6	7	0	0
Gm18291	0	0	0	0	0	0	0	0	1	0
Gm19325	16	4	2	1	1	9	2	27	4	0
Slc25a36	115	50	174	82	82	303	315	199	312	63
Gm16185	6	3	7	2	2	25	13	8	9	5
Rpl7a-ps10	0	0	0	3	0	1	0	0	0	0
Gm5371	0	1	0	0	0	0	2	0	2	0
Gm29241	13	3	0	0	0	1	0	6	2	0
Gm29240	4	2	0	2	0	0	0	6	0	0
A030012G06Rik	21	0	1	1	0	0	0	5	1	0
Trim42	20	6	15	5	2	2	6	11	22	12
Gm15891	0	0	1	0	0	0	0	0	1	0
Gm25607	0	0	1	0	0	0	0	0	0	0
Clstn2	30	5	20	3	2	16	20	19	29	4
Gm37661	8	2	0	0	0	6	1	0	1	0
4921534H16Rik	37	2	4	1	0	11	6	12	8	16
2610303G11Rik	0	0	0	0	0	0	1	0	2	0
Nmnat3	17	19	31	39	25	98	76	124	147	21
Gm28530	0	2	0	0	1	1	4	0	0	0
Rbp1	141	89	211	129	96	441	475	378	609	120
Rbp2	12	0	0	3	0	0	2	0	1	0
Gm37113	10	1	1	0	0	1	1	0	0	0
4930579K19Rik	23	1	0	7	1	7	8	13	9	8
Copb2	336	181	396	245	167	754	835	725	1079	217
Gm47147	12	0	1	0	0	0	0	0	0	0
Mrps22	17	9	19	15	12	34	46	9	64	5
Gm37637	7	1	1	2	0	0	1	0	0	0
ENSMUSG00002076308	0	0	0	0	0	0	0	0	0	0
Pisrt1	26	0	0	0	0	0	0	0	1	0
E330023G01Rik	50	4	9	2	1	3	4	0	4	10
Gm37282	0	0	0	0	0	0	0	0	0	0
Gm37917	0	0	0	0	0	0	0	0	0	0
Gm38226	10	0	0	0	0	0	0	0	0	0
Prr23a1	3	0	0	0	0	0	1	0	0	0
Prr23a2	2	0	0	0	0	2	1	0	0	0
Prr23a3	0	0	4	0	1	0	0	0	3	0
Gm5920	0	0	0	0	0	0	0	0	0	0
Gm33700	3	0	0	0	0	0	0	5	2	0
7420426K07Rik	0	1	0	0	0	4	0	0	0	0
Gm33778	13	0	0	0	0	0	0	0	0	0
Gm28266	0	0	0	0	0	0	0	8	0	0
Foxl2os	19	1	2	2	1	0	1	14	6	0
Foxl2	25	0	0	1	1	0	3	2	2	0
Faim	42	18	35	23	9	50	55	37	92	19
Gm1123	22	0	0	4	0	0	1	0	4	0
Pik3cb	71	40	59	48	43	175	148	157	253	36
Gm2950	0	0	0	0	0	0	0	0	0	0
Faiml	11	1	5	12	1	5	1	11	3	0
Gm38327	17	10	24	8	5	0	5	7	7	0
Cep70	182	97	497	76	37	130	123	166	217	28
Gm47199	6	0	2	0	0	0	0	0	2	0
Gm18914	24	3	0	0	0	0	0	1	0	0
4930422M22Rik	6	1	1	0	4	0	3	3	3	0
Gm37249	29	0	0	1	1	1	1	4	2	0
Esyt3	69	27	64	25	17	118	95	67	162	18
1700008A23Rik	19	1	5	2	5	11	9	7	15	5
Gm28087	0	0	0	0	0	3	0	0	1	0
Mras	63	29	42	35	24	93	84	119	158	20
Nme9	16	0	4	0	0	8	4	2	0	0
Armc8	107	34	70	42	40	171	142	159	171	6
Dbr1	21	11	17	10	11	29	47	13	40	13
A4gnt	1	0	0	3	0	0	1	0	4	0
Dzip1l	70	6	8	20	0	27	9	21	19	1
