GeneId	Mouse-SRR3480379_trimmed	Mouse-SRR3480380_trimmed	Mouse-SRR3480381_trimmed	Mouse-SRR3480382_trimmed
Det1	2	5	17	8
1700011D18Rik	0	0	0	0
Gm44730	0	0	0	0
Mir7-2	0	3	0	0
Aen	5	14	65	34
Isg20	1	50	138	79
Gm44815	0	1	4	12
Gm26633	0	0	0	0
Acan	1	0	2	0
Hapln3	0	0	0	0
Mfge8	25	123	1772	88
Gm31510	0	2	1	2
Abhd2	344	496	4429	939
Gm44639	10	3	81	16
Gm39041	3	10	107	27
7SK	4	0	13	9
Rlbp1	0	1	2	0
Fanci	0	0	12	2
Gm16017	0	0	0	0
Polg	28	31	111	51
Gm10616	0	13	95	38
Mir9-3hg	0	0	0	0
Mir9-3	0	0	0	0
A330074H02Rik	0	0	0	0
2900037B21Rik	0	0	0	0
Gm37608	0	0	0	1
Gm35040	0	0	0	0
Gm45168	0	0	0	0
Gm45169	0	0	1	0
Rhcg	0	10	443	47
Gm45170	0	1	38	10
Ticrr	12	3	4	5
Kif7	0	4	11	8
9330171B17Rik	0	0	0	0
Plin1	0	4	10	3
Pex11a	8	4	25	11
Gm44706	0	0	0	0
Wdr93	0	0	14	11
Gm44705	1	0	0	0
Mesp1	1	0	9	1
Mesp2	1	0	2	1
Anpep	2669	12	28	6
Gm44974	17	0	1	0
Ap3s2	13	10	49	23
Gm26646	0	0	0	0
5430400D12Rik	3	11	21	11
Gm44950	6	0	4	1
Arpin	26	5	8	11
ENSMUSG00002076150	0	0	0	0
Zfp710	25	16	47	23
Gm44951	5	7	6	4
Gm21057	0	0	2	0
Gm44949	2	0	6	3
Idh2	30	24	130	49
Gm45203	0	0	10	1
Gm45202	0	0	0	0
Sema4b	53	6	84	29
Gm45206	2	0	6	0
Cib1	35	63	84	92
Gdpgp1	6	3	8	2
Gm15504	0	0	0	0
Ttll13	0	24	60	33
Ngrn	14	14	29	16
Vps33b	13	7	52	28
Rccd1	4	9	37	15
Prc1	14	10	28	13
Unc45a	27	40	103	46
Hddc3	3	3	11	9
Man2a2	13	78	226	158
Fes	6	1	16	5
Furin	45	76	209	67
Gm44851	2	0	3	2
Gm15544	1	0	1	0
Blm	6	12	16	10
Ndufab1-ps	0	0	1	0
Crtc3	8	9	48	28
Gm44931	0	1	0	1
Gm15880	0	1	2	3
Iqgap1	203	79	408	268
Gm44649	0	0	8	2
Zscan2	1	4	21	11
Wdr73	2	14	31	14
Nmb	2	2	4	2
Sec11a	20	16	80	22
Gm16171	0	0	0	1
Gm45718	1	0	14	5
Gm18782	0	0	2	1
Gm44899	0	0	4	0
Zfp592	21	25	73	41
Gm44967	0	0	3	1
Alpk3	1	0	1	0
Platr32	0	0	0	0
Slc28a1	7	0	0	2
Ndufs6b	3	1	3	3
Gm44968	0	0	0	0
Pde8a	6	31	80	39
Gm7180	0	0	0	1
Rps17	79	56	181	56
Cpeb1	0	23	55	32
Rpl7a-ps9	0	0	1	0
Cpeb1os1	0	0	2	0
Ap3b2	1	25	291	103
BC048679	0	133	566	121
2900076A07Rik	5	2	21	5
SCARNA15	0	0	0	0
Mir1839	0	0	0	0
Gm37829	0	0	6	0
Fsd2	0	0	2	1
Whamm	16	17	38	15
Gm45698	1	0	1	0
Homer2	19	6	5	6
Gm44570	1	0	1	0
U6	0	0	0	0
Gm18806	0	0	0	0
Ramac	3	5	7	0
3110040N11Rik	2	4	17	5
Gm45016	0	0	4	2
Gm45845	0	0	0	1
Btbd1	8	9	54	16
Gm10160	0	0	0	0
Tm6sf1	1	1	6	1
Gm45014	0	0	3	1
Gm45867	0	0	1	0
Hdgfl3	8	15	56	31
Gm45088	0	0	1	1
SNORA74	0	0	0	0
Bnc1	0	0	4	0
4833418N17Rik	0	0	0	0
Gm20744	0	0	0	0
Gm45056	0	0	0	0
Gm32850	0	0	2	0
Gm45090	0	0	0	0
Gm45089	0	0	0	0
Sh3gl3	6	27	44	31
Adamtsl3	4	0	5	7
Gm44919	0	0	0	0
Saxo2	0	0	1	3
Efl1	17	12	46	15
Gm44917	0	0	1	0
Gm45807	2	0	3	0
Gm44916	2	0	3	3
4933406J10Rik	1	1	3	5
5S_rRNA	0	0	0	0
1700010L04Rik	0	0	2	0
Gm36584	0	1	1	2
Mex3b	2	1	10	3
4933430H16Rik	0	0	0	0
Gm6112	0	0	0	0
Gm22934	0	0	0	0
A530021J07Rik	0	0	0	0
5930435M05Rik	0	0	0	0
Gm44845	0	0	0	0
Gm44724	0	0	0	0
Gm44723	0	0	0	0
Gm7957	0	0	0	0
Gm44991	0	0	0	0
Gm10610	0	0	0	1
Tmc3	3	0	2	2
Gm16638	2	0	7	4
Stard5	5	19	63	25
Gm45838	0	5	14	8
Il16	2	4	5	3
2310044K18Rik	0	0	0	0
Phgdh-ps1	0	0	3	0
Gm7964	35	16	92	31
Cfap161	1	3	11	5
Gm44993	0	0	0	0
Gm39043	0	0	0	0
3110009M11Rik	0	0	0	0
Gm44531	0	0	0	0
Gm44530	1	0	3	0
Tlnrd1	23	7	29	10
Mesd	8	4	35	22
Gm49493	0	0	3	5
Cemip	3	0	56	12
Abhd17c	76	6	26	7
Gm26708	0	4	2	1
Gm22177	0	0	0	0
Gm44826	0	0	0	1
Gm44827	0	0	1	0
Arnt2	4	31	227	51
Gm25790	0	0	0	0
Gm30873	0	0	3	6
Gm44933	0	0	5	0
Gm45175	0	14	1	0
Gm2115	6	0	3	0
Gm45174	0	0	0	0
Gm44928	0	0	0	0
Fah	0	7	9	6
Zfand6	31	9	52	21
2610206C17Rik	0	3	5	3
Tprgl-ps1	0	0	0	0
Vmn2r-ps62	0	0	0	0
Gm6155	0	0	0	0
Olfr291	0	0	0	0
Tprgl-ps2	0	0	0	0
Olfr290	0	0	0	0
Olfr290	0	0	0	0
Gm18560	0	0	0	0
Vmn2r65	0	0	0	0
Vmn2r66	0	0	0	0
Vmn2r-ps64	0	0	0	0
Vmn2r-ps65	0	0	0	0
Vmn2r-ps66	0	0	0	0
Vmn2r-ps67	0	0	0	0
Gm18358	0	0	0	0
Vmn2r67	0	0	0	0
Vmn2r-ps68	0	0	0	0
Vmn2r68	0	0	0	0
Gm20414	0	0	0	0
Gm20415	0	0	0	0
Vmn2r-ps69	0	0	0	0
Vmn2r69	0	0	0	1
Gm18359	0	0	0	0
Gm44578	0	0	0	0
Vmn2r-ps70	0	0	0	0
Gm18360	0	0	0	0
Vmn2r70	0	0	0	0
Vmn2r71	0	0	0	0
Vmn2r-ps72	0	0	0	0
Vmn2r-ps73	0	0	0	0
Vmn2r72	0	0	0	0
Gm18779	0	0	0	0
Gm18354	0	0	0	0
Vmn2r-ps75	0	0	0	0
Vmn2r-ps76	0	0	0	0
Vmn2r-ps77	0	0	0	0
Vmn2r73	0	0	0	0
Vmn2r-ps78	0	0	0	0
Vmn2r74	0	0	0	0
Vmn2r-ps79	0	0	0	0
Vmn2r-ps80	0	0	0	0
Vmn2r-ps81	0	0	0	0
Vmn2r-ps82	0	0	0	0
Vmn2r-ps83	0	0	0	0
Vmn2r-ps84	0	0	0	0
Vmn2r75	0	0	0	0
Vmn2r-ps85	0	0	0	0
Vmn2r-ps86	0	0	0	0
Vmn2r76	0	0	0	0
Olfr310	0	0	0	0
Gm20480	0	0	0	0
ENSMUSG00002074870	0	0	0	0
Olfr309	0	0	0	0
Olfr308	0	0	0	0
Olfr307	0	0	0	0
Olfr306-ps1	0	0	0	0
Olfr305	0	0	0	0
Olfr304	0	0	0	0
Olfr303	0	0	0	0
Gm45541	0	0	0	0
Olfr301	0	0	0	0
Olfr300-ps1	0	0	0	0
Olfr299	0	0	0	0
Olfr298	0	0	0	0
Olfr297	0	0	0	0
Gm17919	0	0	0	0
Olfr296-ps1	0	0	0	0
Olfr295	0	0	0	0
Olfr294	0	0	1	0
Olfr293	0	0	0	0
Olfr292	0	0	0	0
Folh1	0	22	99	35
Vmn2r77	0	0	0	0
Vmn2r-ps87	0	0	6	0
Gm19203	0	0	0	0
Vmn2r78	0	0	2	0
Vmn2r79	0	0	0	1
Gm44925	14	32	54	10
Gm6230	1	1	1	1
Nox4	0	2	3	1
Tyr	0	0	0	0
Grm5	0	3	1	1
Gm44926	0	0	0	0
Gm44927	0	0	0	0
Gm44848	0	0	0	0
Gm44847	0	0	0	0
Gm24249	0	0	0	0
Gm44846	0	0	0	0
Ctsc	47	10	75	33
Gm44751	3	2	3	1
Gm25345	0	0	0	0
Rab38	0	0	3	0
Gm15661	1	0	0	0
Rps13-ps2	0	1	0	0
Gm8183	0	0	0	0
Gm6240	0	0	0	0
Gm45144	0	1	8	11
Tmem135	34	9	55	24
Gm44704	0	0	1	1
ENSMUSG00002075321	0	0	0	0
ENSMUSG00002075979	0	0	0	0
Gm44995	0	0	2	0
Gm44996	0	1	2	0
Fzd4	8	19	41	28
AI314278	0	0	0	0
Prss23	10	0	6	0
Prss23os	0	0	0	0
Gm45064	0	0	0	0
Gm2546	0	0	1	0
A230065N10Rik	0	0	0	0
Me3	2	0	7	3
Gm15744	0	0	0	0
Gm45793	0	0	0	0
Ccdc81	0	10	13	13
Hikeshi	7	1	14	7
Eed	17	1	28	10
Gm45120	0	0	1	0
E230029C05Rik	2	0	7	5
Gm44860	0	0	1	0
Gm44861	0	0	2	0
Btf3-ps5	1	0	0	0
2310010J17Rik	2	1	5	4
Picalm	104	56	101	52
Gm45223	13	0	12	3
Gm45222	8	8	16	5
Gm45221	5	9	3	6
Gm45220	4	2	3	0
Ccdc83	0	3	5	8
5S_rRNA	0	0	0	0
Sytl2	29	2	0	1
Ccdc89	0	8	19	12
Crebzf	9	8	81	40
Tmem126a	8	0	21	6
Gm44907	0	2	9	1
Tmem126b	11	4	20	8
Dlg2	4	1	12	6
Gm45162	0	0	0	0
A930002H02Rik	0	0	0	0
Gm45161	0	0	0	0
Gm45159	0	0	3	0
Gm45178	0	0	0	0
Gm45179	0	0	0	0
ENSMUSG00002075258	0	0	0	0
ENSMUSG00002075035	0	0	0	0
Gm45176	0	0	2	0
Gm45177	0	0	0	0
Gm45182	0	0	0	0
Gm24552	0	0	0	0
Gm45183	0	0	0	0
Gm44678	0	0	0	0
U6	0	0	0	0
Gm44679	0	0	0	0
Gm44675	0	0	0	0
Gm44676	0	0	0	0
Gm44677	0	0	0	0
Gm44680	0	0	0	0
Gm44681	0	0	0	0
Gm23928	0	1	0	0
C030038I04Rik	0	0	0	0
Gm45130	0	0	0	0
Gm45129	0	0	0	0
Gm45131	0	0	0	0
4931412I15Rik	0	0	0	0
4930567K12Rik	0	0	1	0
B230206I08Rik	0	0	0	0
Gm45201	0	0	0	0
Ccdc90b	9	2	12	2
Ankrd42	6	40	44	42
Gm37008	3	1	5	2
Gm26944	1	0	8	1
6430511E19Rik	7	0	7	7
Pcf11	34	35	154	75
Gm45199	0	0	0	0
Gm26981	2	5	19	6
4632427E13Rik	13	13	84	55
Rab30	4	0	18	2
Gm45200	1	4	4	8
Ddias	0	0	13	1
Prcp	10	8	20	10
9530078K11Rik	0	0	0	0
Gm31663	0	0	0	0
Gm26862	0	0	0	0
Gm9934	0	0	0	0
Fam181b	0	0	0	0
Gm25860	0	0	0	0
Gm44715	0	0	0	1
Gm15501	0	0	1	0
Gm44947	0	0	0	1
Gm45037	0	0	0	0
Gm45038	0	0	0	0
Gm8285	0	0	0	0
Gm45039	0	0	0	0
Bc1-ps1	0	0	0	0
Gm18197	0	0	0	0
Gm32647	0	0	0	0
Gm5899	0	0	0	0
Gm44601	0	2	0	0
Gm44602	0	0	0	0
Gm19761	0	0	0	0
7SK	1	0	0	0
Gm25684	0	0	0	0
Gm8309	0	0	0	0
Gm44603	0	0	0	0
Gm5037	0	0	0	0
Tenm4	3	15	49	15
Gm8319	0	0	0	0
Mir708	0	2	0	0
Mir6394	0	0	0	0
Gm15412	0	0	0	0
Rps11-ps5	0	0	0	0
Gm15414	0	0	0	0
Gm15413	0	0	0	0
Gm15416	0	0	0	0
Gm44633	0	0	0	0
5S_rRNA	0	0	0	0
C230038L03Rik	0	1	1	3
Gm22226	0	0	0	0
Nars2	11	5	64	20
Gab2	21	11	47	13
Usp35	4	16	24	30
Kctd21	0	5	13	6
Alg8	5	2	15	14
Ndufc2	18	10	67	17
Gm16053	0	0	0	0
Thrsp	1	5	16	4
Kctd14	0	0	8	7
Ints4	12	8	84	26
Gm24412	0	0	0	0
Aamdc	20	2	32	9
Rsf1	26	35	153	46
Ywhaq-ps1	1	0	3	0
Rpl15-ps5	0	0	0	1
Rsf1os1	0	1	4	1
Rsf1os2	0	0	4	1
Gm45186	0	0	1	0
Clns1a	7	9	37	15
Aqp11	42	120	90	66
Pak1	33	7	25	20
Gm44590	0	0	0	0
Gdpd4	0	5	11	8
Myo7a	33	24	54	28
Capn5	25	46	216	89
Omp	1	5	58	17
Gm16938	0	1	1	1
B3gnt6	0	0	1	0
Acer3	9	5	69	43
Tsku	33	6	4	6
Gm44507	0	0	0	0
Gm44980	0	0	0	0
Gucy2d	0	0	0	1
Gm2926	0	0	0	0
Gm44978	0	0	0	0
Lrrc32	9	46	87	61
Gm23040	0	0	0	0
A630091E08Rik	0	0	0	0
Emsy	19	8	54	27
Gm45132	0	0	0	0
Gm15506	1	0	8	2
Thap12	17	9	62	12
Gm19656	1	0	0	0
Gm44934	0	0	0	0
Wnt11	0	7	14	6
Gm8398	0	0	0	0
Uvrag	9	25	53	33
Gm45188	0	0	2	0
Gm45187	3	0	2	1
Gm23479	0	0	4	0
Gm33882	0	0	0	0
Gm44975	0	0	4	2
Gm45185	0	1	0	1
Dgat2	85	16	36	18
Gm45012	1	0	0	0
Mogat2	98	0	2	0
Gm18943	0	0	0	0
Gm26705	0	0	0	0
Map6	2	1	4	6
Gm45591	0	0	1	1
Serpinh1	17	8	57	11
Gdpd5	14	31	89	70
Klhl35	0	4	8	3
Rps3	284	251	931	258
Snord15b	0	0	0	0
Snord15a	61	41	79	82
5S_rRNA	86	77	276	95
Arrb1	74	3	25	14
Mir326	0	0	0	0
Gm44914	0	0	4	0
Tpbgl	1	3	1	0
Gm10605	0	0	0	0
Gm25409	0	0	0	0
Slco2b1	14	6	6	2
Gm15635	2	0	0	0
Gm34280	0	0	0	0
Gm44551	0	0	0	0
Olfr520	0	0	0	0
Gm19182	0	0	0	0
Olfr521	0	0	0	0
F730035P03Rik	0	0	1	0
Neu3	1	2	9	8
Spcs2	26	21	123	26
Xrra1	0	52	36	37
Gm38405	0	0	0	1
A930030B08Rik	0	3	6	11
Rnf169	14	52	111	52
Gm18959	1	0	5	1
Gm17931	0	0	0	0
Chrdl2	0	14	49	11
Pold3	8	12	65	33
Lipt2	3	1	6	1
Gm34821	0	0	0	0
Kcne3	29	2	3	7
Gm7067	0	0	0	0
Pgm2l1	6	3	18	6
Gpx2-ps1	0	0	0	0
P4ha3	0	0	0	1
Ppme1	9	17	44	21
C2cd3	13	64	181	85
Gm44571	1	0	0	0
Gm10603	1	0	8	2
Gm37716	0	0	1	1
Ucp3	0	0	1	0
Ucp2	102	23	157	41
Dnajb13	4	5	6	7
Gm8463	0	0	0	0
Coa4	2	4	15	4
Gm39059	0	0	0	0
Mrpl48	11	13	33	10
Gm44648	0	0	0	0
Cox20b	2	0	1	0
Rab6a	42	8	42	10
Gm14382	1	0	5	0
Plekhb1	7	1	9	3
Gm35082	1	1	0	0
Fam168a	14	24	73	20
Gm45209	0	1	0	1
Gm3200	1	0	3	1
Gm44953	0	0	1	0
Relt	4	5	4	2
Arhgef17	11	4	83	19
Mir3102	0	0	0	0
P2ry6	2	1	8	1
Gm44545	0	0	2	0
P2ry2	15	1	1	3
Gm45070	0	0	0	0
Gm5735	0	0	1	0
Fchsd2	43	15	12	19
Gm6341	0	0	0	0
Gm47324	1	0	1	1
Atg16l2	7	2	15	6
Stard10	46	164	267	127
Gm20476	2	3	14	9
Gm45344	0	0	0	2
Gm45620	0	0	0	3
Arap1	41	40	187	69
Gm45548	6	0	9	4
Gm45837	0	0	0	0
Pde2a	0	0	1	0
Mir139	0	3	0	0
Gm35363	0	1	1	1
Art2a	1	0	0	0
Gm7027	0	0	2	0
Art2b	1	0	0	0
Clpb	41	324	314	279
Gm45380	4	1	0	1
Phox2a	0	6	0	1
Inppl1	50	38	133	72
Gm10602	0	1	10	3
Folr2	0	1	3	0
Gm45319	0	0	0	0
Folr1	1	8	72	11
Anapc15	2	1	5	1
ENSMUSG00002075134	0	0	0	0
Tomt	0	0	1	3
Lamtor1	19	19	95	29
Lrrc51	0	21	35	18
Numa1	131	183	528	336
Gm8523	0	14	2	0
Gm45312	0	0	0	1
Gm45313	1	0	0	0
Il18bp	8	7	27	15
Rnf121	26	35	185	68
Xndc1	1	1	11	7
Xntrpc	0	0	1	1
Trpc2	0	0	0	0
Art5	0	4	11	6
Art1	0	0	1	1
Chrna10	0	0	0	0
Nup98	62	186	317	177
Pgap2	8	75	279	109
ENSMUSG00000111339	0	0	0	0
Rhog	13	2	17	9
Stim1	20	40	139	114
Gm18255	0	0	0	0
Rrm1	30	8	51	23
Gm45399	0	0	2	0
Olfr543	1	0	7	7
Olfr544	0	0	5	10
Olfr545	0	1	8	1
Gm8556	0	0	0	0
Olfr546-ps1	0	0	0	0
Olfr547	0	0	0	0
Olfr548-ps1	0	0	0	0
Olfr549	0	1	0	0
Trim21	7	6	8	8
Gm5339	0	0	0	0
Olfr550	0	0	0	0
Olfr551	0	0	0	0
Olfr552	0	0	0	0
Olfr553	0	0	0	0
Olfr554	0	0	0	0
Gm2996	1	0	0	0
Olfr555	0	0	1	0
Olfr556	0	0	0	0
Gm45687	0	0	0	0
Trim68	2	4	61	22
Gm45527	0	0	1	0
Olfr557	0	0	0	0
Olfr558	0	0	0	0
Gm45688	0	0	0	0
Olfr33	0	0	0	0
Olfr559	0	0	0	0
Gm24210	0	0	0	0
Olfr78	0	0	0	0
Olfr560	0	0	0	0
Olfr561	0	0	0	0
Olfr562-ps1	0	0	0	0
Olfr563-ps1	0	0	0	0
Olfr564	0	0	0	0
Olfr565-ps1	0	0	0	0
Olfr566	0	0	0	1
Gm45689	0	0	0	0
Olfr567-ps1	0	0	0	0
Olfr568	0	0	0	0
Olfr569	0	0	0	0
Olfr570	0	0	0	0
Olfr571	0	0	0	0
Olfr572	0	0	0	0
Olfr573-ps1	0	0	0	0
Olfr574	0	0	0	0
Olfr575	0	0	0	0
Olfr576	0	0	0	0
Olfr577	0	0	0	0
Olfr578	0	0	0	0
ENSMUSG00000110033	0	0	0	0
Olfr580-ps1	0	0	0	0
Olfr581-ps1	0	0	0	0
Olfr582	0	0	0	0
Olfr583	0	0	0	0
Olfr584	0	0	0	0
Olfr585	0	0	0	0
Olfr586	0	0	0	0
Olfr587-ps1	0	0	0	0
Gm15120	0	0	0	0
Olfr588-ps1	0	0	0	0
Gm15116	0	0	0	0
Olfr589	0	0	0	0
Olfr590-ps1	0	0	0	0
Olfr591	0	0	0	0
Olfr592	0	0	0	0
Olfr593	0	0	0	0
Olfr594	0	0	0	0
Olfr595-ps1	0	0	0	0
Usp17ld	0	0	0	0
ENSMUSG00002076718	0	0	0	0
ENSMUSG00002076523	0	0	0	0
7SK	2	2	11	3
Olfr596	0	0	0	0
Olfr597	0	0	0	0
Olfr598	0	0	0	0
Olfr599	0	0	1	0
Olfr600	0	0	0	0
Olfr601	0	0	0	0
Olfr602-ps1	0	0	0	0
Olfr603	0	0	0	0
Usp17lc	0	0	0	0
ENSMUSG00002076059	0	0	0	0
Olfr605	0	0	0	0
Olfr606	0	1	0	0
Olfr607	0	0	0	0
Olfr608	0	0	0	0
Olfr609	0	0	0	0
Olfr610	0	0	0	0
Olfr611	0	0	0	0
Olfr612	0	0	0	0
Olfr613	0	0	0	0
Olfr615	0	0	0	1
Olfr616	0	0	0	0
Olfr617	0	0	0	0
ENSMUSG00002075901	0	0	0	0
Olfr618	0	0	0	0
Olfr619	0	0	0	0
Olfr620	0	0	0	0
Olfr621-ps1	0	0	0	0
Olfr622	0	0	0	0
Olfr623	0	0	0	0
Olfr624	0	0	0	0
Olfr625-ps1	0	0	0	0
Olfr626-ps1	0	0	0	0
Olfr260-ps1	0	0	0	0
Olfr243	0	0	0	0
Olfr628	0	0	0	0
Olfr629	0	0	0	0
Olfr630	0	0	0	0
Olfr69	0	0	0	0
Olfr68	0	0	1	0
Olfr67	0	0	0	0
Hbb-bt	5	52	28	40
Hbb-bs	8	314	120	240
Gm15115	0	0	0	0
Hbb-bh3	0	0	0	0
Hbb-bh2	0	0	0	0
Hbb-bh1	0	0	0	0
Hbb-bh0	0	0	0	0
Hbb-y	0	0	0	0
Olfr66	1	0	0	0
Dnajc19-ps	2	0	2	0
Olfr64	0	0	0	0
Olfr65	0	0	0	0
Olfr631	0	0	0	0
Olfr632	0	0	1	1
Gm45655	0	0	0	0
Olfr633	0	0	0	0
Olfr634-ps1	0	0	0	0
Olfr635	0	0	0	0
Gm4886	0	0	0	0
Olfr636-ps1	0	0	0	0
Olfr637-ps1	0	0	0	0
Olfr638	0	0	0	0
4930516K23Rik	0	0	0	0
Olfr639	0	0	0	0
Olfr640	0	0	0	0
Olfr641	0	4	0	0
Olfr642	0	0	0	0
Olfr643	0	0	0	0
Olfr644	0	0	0	0
Olfr645	0	0	0	0
Olfr646	0	0	0	0
Ubqln5	0	4	7	1
Ubqln3	1	43	23	17
Ubqlnl	7	44	9	28
Olfm5	0	0	0	0
Olfr647-ps1	0	0	0	0
Olfr648	0	0	0	0
Olfr649	0	0	0	0
Olfr650-ps1	0	0	1	0
Trim6	0	0	2	8
Gm8667	0	0	0	0
Trim34a	3	1	4	4
Gm47248	0	0	0	0
Trim5	0	0	8	3
Gm24846	0	0	0	0
Trim12a	0	0	22	9
Gm15133	0	0	0	0
Trim34b	4	0	2	0
Trim12c	15	10	17	5
U6	0	0	0	0
Trim30b	0	1	1	1
Trim30c	1	0	2	1
Gm45471	0	0	0	0
Trim30a	9	19	21	24
Gm25405	1	0	1	0
Trim30d	8	3	4	2
Gm16464	0	1	0	2
Gm6574	0	0	0	0
Trim30e-ps1	0	0	0	0
Olfr651	0	0	0	0
Olfr652	0	0	2	0
Olfr653	0	0	0	0
Olfr654	0	0	2	0
Olfr655	0	0	0	1
Olfr656	0	0	1	0
Olfr657	0	0	0	0
Olfr658	0	0	1	0
Usp17le-ps	0	0	0	0
Olfr659	0	0	0	0
Olfr660-ps1	0	0	0	0
Olfr661	0	0	0	0
Gm6593	0	0	0	0
Olfr662-ps1	0	0	0	0
Olfr663	0	0	0	0
Olfr664	0	0	0	0
Usp17le	0	0	0	0
Gm4887	0	0	0	0
Usp17lb	0	0	0	0
Usp17la	0	0	0	0
Gm45556	0	0	0	0
Olfr665	0	0	0	0
Olfr666	0	0	3	0
Gm45272	0	0	0	0
Gm45275	0	0	0	0
Olfr667	0	0	0	0
Olfr668	0	0	0	0
Olfr669	0	0	0	0
Gm45273	0	0	0	0
Gm5900	0	0	0	0
Olfr670	0	0	0	0
Olfr671	0	0	0	1
Olfr672	0	0	0	0
Olfr673-ps1	0	0	0	0
Olfr674-ps1	0	0	0	0
Olfr675	0	0	0	0
Olfr676	0	0	0	0
Olfr677	0	0	0	0
Gm8913	0	0	0	0
Olfr678	0	0	0	0
Gm17989	0	0	0	0
Gm45557	0	0	0	0
Olfr679	0	0	0	0
Olfr680-ps1	0	0	0	0
Gm17990	0	0	0	0
Gm45558	0	0	0	0
Olfr681	0	0	0	0
Olfr682-ps1	0	0	0	0
Olfr683	0	0	0	0
Gm45374	0	0	0	0
Olfr684	0	0	0	0
Olfr685	0	0	0	0
Olfr686	0	0	0	0
Olfr687	0	0	0	0
Olfr688	0	0	0	0
Olfr689	0	0	1	0
Gm45331	0	0	0	0
Olfr690	0	0	0	0
Olfr691	1	0	0	0
Olfr692	0	0	0	0
Fhip1b	34	10	35	35
Gm5901	0	0	0	0
Gm45885	0	0	0	0
Cnga4	0	0	4	0
Gm4972	1	0	0	0
Cckbr	0	2	0	0
Cavin3	16	22	68	51
Gm45667	1	0	0	0
Smpd1	1	10	72	12
Apbb1	1	0	13	0
Hpx	0	0	0	0
Trim3	2	5	19	9
Gm45632	0	0	2	0
Arfip2	27	22	98	29
Timm10b	11	0	13	2
Gm45799	0	0	0	0
Gm22504	0	0	0	0
Dnhd1	7	46	109	112
Mrps36-ps2	0	0	0	1
Rrp8	8	9	37	17
Ilk	0	0	0	0
Taf10	12	11	57	15
Tpp1	29	17	112	44
Dchs1	15	2	15	2
Gm15645	0	0	0	0
Mrpl17	21	36	78	21
Gvin-ps1	15	0	0	0
Gvin-ps1	246	0	1	0
Gm45684	0	0	0	0
Gvin2	1	1	1	0
Gm20663	0	0	0	0
Gvin-ps2	0	0	0	0
Gm27228	0	0	0	0
Gvin-ps3	4	0	0	0
Gm27149	0	0	0	0
Gm8982	0	0	0	0
Gvin1	0	0	0	0
Gvin-ps4	0	0	0	0
Gm27150	0	0	0	0
Gvin-ps5	5	0	0	0
Gvin-ps6	3	0	0	3
Gm22372	0	0	0	0
Gvin-ps7	6	8	9	6
Gvin3	0	2	2	4
Olfr693	0	0	0	0
Olfr694	0	0	1	0
Gm44857	0	0	0	0
Olfr695	0	0	0	0
Olfr696-ps1	0	0	0	0
Olfr697	0	0	0	0
Olfr698	0	0	0	0
Olfr699	0	0	0	0
Olfr700	0	0	0	0
4930458B22Rik	0	0	0	0
Olfr701	0	0	1	0
Olfr702	0	0	1	0
Olfr703	0	0	0	0
Olfr704	0	0	0	0
Olfr705	0	0	0	0
Olfr706	0	0	0	0
Olfr707	0	0	0	0
Olfr1532-ps1	0	0	0	0
Olfr709-ps1	0	0	0	0
Olfr710	0	0	0	0
Gm44582	0	0	0	0
Olfr6	0	0	0	0
Olfr711	0	0	0	0
Olfr712-ps1	0	0	0	0
Olfr2	0	0	0	0
Olfr713	0	0	0	0
Gm17991	0	0	0	0
Olfr714	0	0	0	0
Gm45023	0	0	0	0
Olfr17	0	0	0	0
Olfr715b	0	0	0	0
Gm45868	0	0	0	0
Olfr715	0	0	1	0
Olfr716	0	0	0	0
Nlrp14	0	2	11	4
Gm3765	0	0	0	0
Rbmxl2	4	1	1	4
Platr28	1	3	2	1
ENSMUSG00002075862	0	0	0	0
Gm19033	0	0	0	0
Syt9	3	0	2	4
Olfml1	0	0	5	0
Gm44773	0	0	0	0
Ppfibp2	21	19	70	37
5330417H12Rik	0	0	1	0
Cyb5r2	2	5	6	4
Gm45040	0	0	6	0
Ovch2	0	53	407	29
Olfr467	0	0	0	0
Olfr468-ps1	0	0	0	0
Olfr469	0	0	0	0
Gm5002	0	0	0	0
Olfr470	2	2	13	1
Olfr471-ps1	0	0	0	0
Gm10156	0	0	0	1
Olfr472	0	0	0	0
Olfr473	0	0	0	0
Gm9449	0	0	0	0
Olfr474	0	0	0	0
Olfr476	0	0	0	0
Olfr477	0	0	0	0
Gm6702	0	0	0	0
Olfr478	0	0	0	0
Olfr479	0	0	0	0
Olfr480	0	0	0	0
Olfr481	0	0	0	0
Gm45375	0	0	0	0
Olfr482	0	0	0	0
Gm4199	0	0	0	0
Olfr483	0	0	1	0
U7	0	0	0	0
Olfr484	0	0	0	0
Olfr485	0	0	0	0
Olfr486	0	0	0	0
Gm18944	0	0	0	0
Olfr487	0	0	0	0
Olfr488	0	0	0	0
Gm6007	0	0	0	0
Olfr489-ps1	0	0	0	0
Olfr490	0	0	0	0
Gm44594	0	0	0	0
Olfr491	0	0	0	0
Olfr492	0	0	0	0
Olfr493	0	0	0	0
Olfr494	0	0	0	0
Gm45392	0	0	0	0
Olfr495	0	0	0	0
Olfr496-ps1	0	0	0	0
Olfr497	0	0	0	0
Gm44611	0	0	0	0
Olfr498	0	0	0	0
Olfr499-ps1	0	0	0	0
Olfr500-ps1	0	0	0	0
